"Region Code","Region","Commodity description","Estimate","Number of agricultural businesses","Type","Category","Process"
603,"South","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","27522.49","80.87","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
603,"South","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","15509.09","71.48","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
603,"South","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","576.38","57.02","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
603,"South","Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)","1340.49","13.77","Water source","Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ","Total volume used (ML)"
603,"South","Water source - Town or reticulated mains supply - Total volume used (ML)","343.18","47.38","Water source","Town or reticulated mains supply ","Total volume used (ML)"
603,"South","Water source - Other sources of water (excluding rainfall) - Total volume used (ML)","0.24","2.39","Water source","Other sources of water (excluding rainfall) ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
7,"Northern Territory","Water source - Total volume of water from all sources (ML) (b)","49109.3","317.35","Water source","",""
7,"Northern Territory","Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML)","130.07","3.77","Water source"," Water taken from irrigation channels or irrigation pipelines ","Total volume used (ML)"
7,"Northern Territory","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","2602.18","36.5","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
7,"Northern Territory","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","1990.49","21.7","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
7,"Northern Territory","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","107.56","3.79","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
7,"Northern Territory","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","1882.93","17.92","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
7,"Northern Territory","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","44080.83","295.15","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
7,"Northern Territory","Water source - Town or reticulated mains supply - Total volume used (ML)","305.73","6.54","Water source","Town or reticulated mains supply ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
701,"Northern Territory","Water source - Total volume of water from all sources (ML) (b)","49109.3","317.35","Water source","",""
701,"Northern Territory","Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML)","130.07","3.77","Water source"," Water taken from irrigation channels or irrigation pipelines ","Total volume used (ML)"
701,"Northern Territory","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","2602.18","36.5","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
701,"Northern Territory","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","1990.49","21.7","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
701,"Northern Territory","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","107.56","3.79","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
701,"Northern Territory","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","1882.93","17.92","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
701,"Northern Territory","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","44080.83","295.15","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
701,"Northern Territory","Water source - Town or reticulated mains supply - Total volume used (ML)","305.73","6.54","Water source","Town or reticulated mains supply ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
8,"Australian Capital Territory","Water source - Total volume of water from all sources (ML) (b)","300.89","25.72","Water source","",""
8,"Australian Capital Territory","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","132.58","13.02","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
8,"Australian Capital Territory","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","103.45","7.7","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
8,"Australian Capital Territory","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","99.3","5.11","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
8,"Australian Capital Territory","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","4.14","2.59","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
8,"Australian Capital Territory","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","56.31","6.25","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
8,"Australian Capital Territory","Water source - Town or reticulated mains supply - Total volume used (ML)","8.54","5.41","Water source","Town or reticulated mains supply ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
801,"ACT","Water source - Total volume of water from all sources (ML) (b)","300.89","25.72","Water source","",""
801,"ACT","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","132.58","13.02","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
801,"ACT","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","103.45","7.7","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
801,"ACT","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","99.3","5.11","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
801,"ACT","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","4.14","2.59","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
801,"ACT","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","56.31","6.25","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
801,"ACT","Water source - Town or reticulated mains supply - Total volume used (ML)","8.54","5.41","Water source","Town or reticulated mains supply ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
950,"Murray Darling Basin","Water source - Total volume of water from all sources (ML) (b)","2981505.51","17061.02","Water source","",""
950,"Murray Darling Basin","Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML)","1195604.45","4448.11","Water source"," Water taken from irrigation channels or irrigation pipelines ","Total volume used (ML)"
950,"Murray Darling Basin","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","99561.26","5210.38","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
950,"Murray Darling Basin","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","727762.54","3399.8","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
950,"Murray Darling Basin","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","660793.86","1937.68","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
950,"Murray Darling Basin","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","66968.68","1476.09","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
950,"Murray Darling Basin","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","896909.86","6810.07","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
950,"Murray Darling Basin","Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)","47545.55","290.03","Water source","Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ","Total volume used (ML)"
950,"Murray Darling Basin","Water source - Town or reticulated mains supply - Total volume used (ML)","11735","1090.63","Water source","Town or reticulated mains supply ","Total volume used (ML)"
950,"Murray Darling Basin","Water source - Other sources of water (excluding rainfall) - Total volume used (ML)","2386.84","54.11","Water source","Other sources of water (excluding rainfall) ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
955,"Non Murray Darling Basin","Water source - Total volume of water from all sources (ML) (b)","3483040.65","31843.81","Water source","",""
955,"Non Murray Darling Basin","Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML)","1045173.39","2755.92","Water source"," Water taken from irrigation channels or irrigation pipelines ","Total volume used (ML)"
955,"Non Murray Darling Basin","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","441931.33","15060.44","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
955,"Non Murray Darling Basin","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","678547.37","5991.42","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
955,"Non Murray Darling Basin","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","496817.58","2918.21","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
955,"Non Murray Darling Basin","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","181729.8","3198.14","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
955,"Non Murray Darling Basin","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","1207121.05","13966.25","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
955,"Non Murray Darling Basin","Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)","76454.4","726.82","Water source","Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ","Total volume used (ML)"
