Region code,Region label,Commodity description,Estimate,Number of agricultural businesses,Type,Category,Process
507,Wheatbelt,"Water use - Fruit trees, nut trees, plantation or berry fruits - Application rate (ML/ha)",5.17,..,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Application rate (ML/ha)
507,Wheatbelt,Water use - Grapevines - Total area grown (ha),46.15,6.2,Water use ,Grapevines ,Total area grown (ha)
507,Wheatbelt,Water use - Grapevines - Area watered (ha),27.91,2.48,Water use ,Grapevines ,Area watered (ha)
507,Wheatbelt,Water use - Grapevines - Volume applied (ML),16.13,2.48,Water use ,Grapevines ,Volume applied (ML)
507,Wheatbelt,Water use - Grapevines - Application rate (ML/ha),0.58,..,Water use ,Grapevines ,Application rate (ML/ha)
507,Wheatbelt,"Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)",138.82,9.92,Water use ,"Nurseries, cut flowers and cultivated turf ",Total area grown (ha)
507,Wheatbelt,"Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)",125.8,8.68,Water use ,"Nurseries, cut flowers and cultivated turf ",Area watered (ha)
507,Wheatbelt,"Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)",770.9,8.68,Water use ,"Nurseries, cut flowers and cultivated turf ",Volume applied (ML)
507,Wheatbelt,"Water use - Nurseries, cut flowers and cultivated turf - Application rate (ML/ha)",6.13,..,Water use ,"Nurseries, cut flowers and cultivated turf ",Application rate (ML/ha)
507,Wheatbelt,"Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)",3058608.33,1779.51,Water use ,"Cereals for grain or seed, excluding rice ",Total area grown (ha)
507,Wheatbelt,"Water use - Cereals for grain or seed, excluding rice - Area watered (ha)",3370,1,Water use ,"Cereals for grain or seed, excluding rice ",Area watered (ha)
507,Wheatbelt,"Water use - Cereals for grain or seed, excluding rice - Volume applied (ML)",2539,1,Water use ,"Cereals for grain or seed, excluding rice ",Volume applied (ML)
507,Wheatbelt,"Water use - Cereals for grain or seed, excluding rice - Application rate (ML/ha)",0.75,..,Water use ,"Cereals for grain or seed, excluding rice ",Application rate (ML/ha)
507,Wheatbelt,Water use - Other crops n.e.c. - Total area grown (ha) (e),566382.96,1043.62,Water use ,Other crops n.e.c.,Total area grown (ha) (e)
6,Tasmania,Area of holding - Total area (ha) (a),1569688.46,2519.53,Area of holding ,,
6,Tasmania,Number of agricultural businesses (no.),2519.53,2519.53,,,
6,Tasmania,Number of agricultural businesses irrigating (no.),1265.3,1265.3,,,
6,Tasmania,Water source - Total volume of water from all sources (ML) (b),361193.88,1917.57,Water source ,,
6,Tasmania,Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML),84389.68,396.71,Water source , Water taken from irrigation channels or irrigation pipelines ,Total volume used (ML)
6,Tasmania,Water source - Water taken from on-farm dams or tanks - Total volume used (ML),110967.36,1251.07,Water source ,Water taken from on farm dams or tanks,Total volume used (ML)
6,Tasmania,"Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)",137519.44,475.53,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Total volume used (ML)
6,Tasmania,"Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)",80183.69,258.58,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Where a volumetric/usage charge occurs - Total volume used (ML)
6,Tasmania,"Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)",57335.74,249.01,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Where there is no volumetric/usage charge - Total volume used (ML)
6,Tasmania,"Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)",25402.49,392.8,Water source ,"Groundwater (e.g. bores, springs, wells) ",Total volume used (ML)
6,Tasmania,"Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)",1457.84,29.36,Water source ,"Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ",Total volume used (ML)
6,Tasmania,Water source - Town or reticulated mains supply - Total volume used (ML),1456.84,148,Water source ,Town or reticulated mains supply ,Total volume used (ML)
6,Tasmania,Water source - Other sources of water (excluding rainfall) - Total volume used (ML),0.24,2.39,Water source ,Other sources of water (excluding rainfall) ,Total volume used (ML)
6,Tasmania,Water use - Total area watered (ha),104210.28,1265.3,Water use ,,
6,Tasmania,Water use - Total volume applied (ML),320948.78,1265.3,Water use ,,
6,Tasmania,Water use - Total application rate (ML/ha),3.08,..,Water use ,,
6,Tasmania,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha),1127663.83,2231.82,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Total area grown (ha)
6,Tasmania,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha),63893.63,791.1,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Area watered (ha)
6,Tasmania,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML),200720.18,791.1,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Volume applied (ML)
6,Tasmania,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Application rate (ML/ha),3.14,..,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Application rate (ML/ha)
6,Tasmania,"Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)",np,1232.18,Water use ," Pastures (including lucerne), cereal and other crops cut for hay and silage ",Total area grown (ha)
6,Tasmania,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha),10249.97,264.62,Water use ,Pastures (including lucerne) and cereal crops cut for hay and silage ,Area watered (ha)
6,Tasmania,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML),25326.52,264.62,Water use ,Pastures (including lucerne) and cereal crops cut for hay and silage ,Volume applied (ML)
6,Tasmania,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Application rate (ML/ha),2.47,..,Water use ,Pastures (including lucerne) and cereal crops cut for hay and silage ,Application rate (ML/ha)
6,Tasmania,Water use - Vegetables - Total area grown (ha),11504.63,356.69,Water use ,Vegetables ,Total area grown (ha)
6,Tasmania,Water use - Vegetables - Area watered (ha),9872.04,312.12,Water use ,Vegetables ,Area watered (ha)
6,Tasmania,Water use - Vegetables - Volume applied (ML),35604.8,312.12,Water use ,Vegetables ,Volume applied (ML)
6,Tasmania,Water use - Vegetables - Application rate (ML/ha),3.61,..,Water use ,Vegetables ,Application rate (ML/ha)
6,Tasmania,"Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)",3143.2,190.7,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Total area grown (ha)
6,Tasmania,"Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)",2795.33,136.39,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Area watered (ha)
6,Tasmania,"Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)",13922.71,136.39,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Volume applied (ML)
6,Tasmania,"Water use - Fruit trees, nut trees, plantation or berry fruits - Application rate (ML/ha)",4.98,..,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Application rate (ML/ha)
6,Tasmania,Water use - Grapevines - Total area grown (ha),1553.73,122.81,Water use ,Grapevines ,Total area grown (ha)
6,Tasmania,Water use - Grapevines - Area watered (ha),1394.34,98.22,Water use ,Grapevines ,Area watered (ha)
6,Tasmania,Water use - Grapevines - Volume applied (ML),2963.06,98.22,Water use ,Grapevines ,Volume applied (ML)
6,Tasmania,Water use - Grapevines - Application rate (ML/ha),2.13,..,Water use ,Grapevines ,Application rate (ML/ha)
6,Tasmania,"Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)",np,82.47,Water use ,"Nurseries, cut flowers and cultivated turf ",Total area grown (ha)
6,Tasmania,"Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)",245.81,49.89,Water use ,"Nurseries, cut flowers and cultivated turf ",Area watered (ha)
6,Tasmania,"Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)",513.19,49.89,Water use ,"Nurseries, cut flowers and cultivated turf ",Volume applied (ML)
6,Tasmania,"Water use - Nurseries, cut flowers and cultivated turf - Application rate (ML/ha)",2.09,..,Water use ,"Nurseries, cut flowers and cultivated turf ",Application rate (ML/ha)
6,Tasmania,"Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)",15298.12,302.65,Water use ,"Cereals for grain or seed, excluding rice ",Total area grown (ha)
6,Tasmania,"Water use - Cereals for grain or seed, excluding rice - Area watered (ha)",4828.7,70.91,Water use ,"Cereals for grain or seed, excluding rice ",Area watered (ha)
6,Tasmania,"Water use - Cereals for grain or seed, excluding rice - Volume applied (ML)",12111.07,70.91,Water use ,"Cereals for grain or seed, excluding rice ",Volume applied (ML)
6,Tasmania,"Water use - Cereals for grain or seed, excluding rice - Application rate (ML/ha)",2.51,..,Water use ,"Cereals for grain or seed, excluding rice ",Application rate (ML/ha)
6,Tasmania,Water use - Other crops n.e.c. - Total area grown (ha) (e),16393.27,376.17,Water use ,Other crops n.e.c.,Total area grown (ha) (e)
6,Tasmania,Water use - Other crops n.e.c. - Area watered (ha),10930.46,277.79,Water use ,Other crops n.e.c.,Area watered (ha)
6,Tasmania,Water use - Other crops n.e.c. - Volume applied (ML),29787.25,277.79,Water use ,Other crops n.e.c.,Volume applied (ML)
6,Tasmania,Water use - Other crops n.e.c. - Application rate (ML/ha),2.73,..,Water use ,Other crops n.e.c.,Application rate (ML/ha)
601,Cradle Coast,Area of holding - Total area (ha) (a),256780.55,856.98,Area of holding ,,
601,Cradle Coast,Number of agricultural businesses (no.),856.98,856.98,,,
601,Cradle Coast,Number of agricultural businesses irrigating (no.),427.35,427.35,,,
601,Cradle Coast,Water source - Total volume of water from all sources (ML) (b),68787.99,601.07,Water source ,,
601,Cradle Coast,Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML),11051.61,82.45,Water source , Water taken from irrigation channels or irrigation pipelines ,Total volume used (ML)
601,Cradle Coast,Water source - Water taken from on-farm dams or tanks - Total volume used (ML),36719.24,466.45,Water source ,Water taken from on farm dams or tanks,Total volume used (ML)
601,Cradle Coast,"Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)",8238.66,66.59,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Total volume used (ML)
601,Cradle Coast,"Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)",6747.94,30.19,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Where a volumetric/usage charge occurs - Total volume used (ML)
601,Cradle Coast,"Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)",1490.72,37.41,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Where there is no volumetric/usage charge - Total volume used (ML)
601,Cradle Coast,"Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)",12140.55,187.41,Water source ,"Groundwater (e.g. bores, springs, wells) ",Total volume used (ML)
601,Cradle Coast,"Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)",110,2,Water source ,"Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ",Total volume used (ML)
601,Cradle Coast,Water source - Town or reticulated mains supply - Total volume used (ML),527.94,12.43,Water source ,Town or reticulated mains supply ,Total volume used (ML)
601,Cradle Coast,Water use - Total area watered (ha),24734.17,427.35,Water use ,,
601,Cradle Coast,Water use - Total volume applied (ML),59925.52,427.35,Water use ,,
601,Cradle Coast,Water use - Total application rate (ML/ha),2.42,..,Water use ,,
601,Cradle Coast,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha),192344.45,787.81,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Total area grown (ha)
601,Cradle Coast,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha),14807.71,250.04,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Area watered (ha)
601,Cradle Coast,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML),36789.86,250.04,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Volume applied (ML)
