"Region Code","Region","Commodity description","Estimate","Number of agricultural businesses","Type","Category","Process"
507,"Wheatbelt","Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)","3058608.33","1779.51","Water use","Cereals for grain or seed, excluding rice ","Total area grown (ha)"
507,"Wheatbelt","Water use - Cereals for grain or seed, excluding rice - Area watered (ha)","3370","1","Water use","Cereals for grain or seed, excluding rice ","Area watered (ha)"
507,"Wheatbelt","Water use - Cereals for grain or seed, excluding rice - Volume applied (ML)","2539","1","Water use","Cereals for grain or seed, excluding rice ","Volume applied (ML)"
507,"Wheatbelt","Water use - Other crops n.e.c. - Total area grown (ha) (e)","566382.96","1043.62","Water use","Other crops n.e.c.","Total area grown (ha) (e)"
6,"Tasmania","Water use - Total area watered (ha)","104210.28","1265.3","Water use","",""
6,"Tasmania","Water use - Total volume applied (ML)","320948.78","1265.3","Water use","",""
6,"Tasmania","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha)","1127663.83","2231.82","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Total area grown (ha)"
6,"Tasmania","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha)","63893.63","791.1","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Area watered (ha)"
6,"Tasmania","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML)","200720.18","791.1","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Volume applied (ML)"
6,"Tasmania","Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)","np","1232.18","Water use"," Pastures (including lucerne), cereal and other crops cut for hay and silage ","Total area grown (ha)"
6,"Tasmania","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha)","10249.97","264.62","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Area watered (ha)"
6,"Tasmania","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML)","25326.52","264.62","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Volume applied (ML)"
6,"Tasmania","Water use - Vegetables - Total area grown (ha)","11504.63","356.69","Water use","Vegetables ","Total area grown (ha)"
6,"Tasmania","Water use - Vegetables - Area watered (ha)","9872.04","312.12","Water use","Vegetables ","Area watered (ha)"
6,"Tasmania","Water use - Vegetables - Volume applied (ML)","35604.8","312.12","Water use","Vegetables ","Volume applied (ML)"
6,"Tasmania","Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)","3143.2","190.7","Water use","Fruit trees, nut trees, plantation or berry fruits ","Total area grown (ha)"
6,"Tasmania","Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)","2795.33","136.39","Water use","Fruit trees, nut trees, plantation or berry fruits ","Area watered (ha)"
6,"Tasmania","Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)","13922.71","136.39","Water use","Fruit trees, nut trees, plantation or berry fruits ","Volume applied (ML)"
6,"Tasmania","Water use - Grapevines - Total area grown (ha)","1553.73","122.81","Water use","Grapevines ","Total area grown (ha)"
6,"Tasmania","Water use - Grapevines - Area watered (ha)","1394.34","98.22","Water use","Grapevines ","Area watered (ha)"
6,"Tasmania","Water use - Grapevines - Volume applied (ML)","2963.06","98.22","Water use","Grapevines ","Volume applied (ML)"
6,"Tasmania","Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)","np","82.47","Water use","Nurseries, cut flowers and cultivated turf ","Total area grown (ha)"
6,"Tasmania","Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)","245.81","49.89","Water use","Nurseries, cut flowers and cultivated turf ","Area watered (ha)"
6,"Tasmania","Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)","513.19","49.89","Water use","Nurseries, cut flowers and cultivated turf ","Volume applied (ML)"
6,"Tasmania","Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)","15298.12","302.65","Water use","Cereals for grain or seed, excluding rice ","Total area grown (ha)"
6,"Tasmania","Water use - Cereals for grain or seed, excluding rice - Area watered (ha)","4828.7","70.91","Water use","Cereals for grain or seed, excluding rice ","Area watered (ha)"
6,"Tasmania","Water use - Cereals for grain or seed, excluding rice - Volume applied (ML)","12111.07","70.91","Water use","Cereals for grain or seed, excluding rice ","Volume applied (ML)"
6,"Tasmania","Water use - Other crops n.e.c. - Total area grown (ha) (e)","16393.27","376.17","Water use","Other crops n.e.c.","Total area grown (ha) (e)"
6,"Tasmania","Water use - Other crops n.e.c. - Area watered (ha)","10930.46","277.79","Water use","Other crops n.e.c.","Area watered (ha)"
6,"Tasmania","Water use - Other crops n.e.c. - Volume applied (ML)","29787.25","277.79","Water use","Other crops n.e.c.","Volume applied (ML)"
601,"Cradle Coast","Water use - Total area watered (ha)","24734.17","427.35","Water use","",""
601,"Cradle Coast","Water use - Total volume applied (ML)","59925.52","427.35","Water use","",""
601,"Cradle Coast","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha)","192344.45","787.81","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Total area grown (ha)"
601,"Cradle Coast","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha)","14807.71","250.04","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Area watered (ha)"
601,"Cradle Coast","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML)","36789.86","250.04","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Volume applied (ML)"
601,"Cradle Coast","Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)","np","453.55","Water use"," Pastures (including lucerne), cereal and other crops cut for hay and silage ","Total area grown (ha)"
601,"Cradle Coast","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha)","1914.23","80.98","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Area watered (ha)"
601,"Cradle Coast","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML)","2570.06","80.98","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Volume applied (ML)"
601,"Cradle Coast","Water use - Vegetables - Total area grown (ha)","5742.65","184.06","Water use","Vegetables ","Total area grown (ha)"
601,"Cradle Coast","Water use - Vegetables - Area watered (ha)","5237.56","165.39","Water use","Vegetables ","Area watered (ha)"
601,"Cradle Coast","Water use - Vegetables - Volume applied (ML)","15906.66","165.39","Water use","Vegetables ","Volume applied (ML)"
601,"Cradle Coast","Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)","489.8","35.85","Water use","Fruit trees, nut trees, plantation or berry fruits ","Total area grown (ha)"
601,"Cradle Coast","Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)","423.01","26.49","Water use","Fruit trees, nut trees, plantation or berry fruits ","Area watered (ha)"
601,"Cradle Coast","Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)","1008.15","26.49","Water use","Fruit trees, nut trees, plantation or berry fruits ","Volume applied (ML)"
601,"Cradle Coast","Water use - Grapevines - Total area grown (ha)","52.53","23.41","Water use","Grapevines ","Total area grown (ha)"
601,"Cradle Coast","Water use - Grapevines - Area watered (ha)","28.31","21.31","Water use","Grapevines ","Area watered (ha)"
601,"Cradle Coast","Water use - Grapevines - Volume applied (ML)","14.16","21.31","Water use","Grapevines ","Volume applied (ML)"
601,"Cradle Coast","Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)","np","20.07","Water use","Nurseries, cut flowers and cultivated turf ","Total area grown (ha)"
601,"Cradle Coast","Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)","84.8","15.81","Water use","Nurseries, cut flowers and cultivated turf ","Area watered (ha)"
601,"Cradle Coast","Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)","163.5","15.81","Water use","Nurseries, cut flowers and cultivated turf ","Volume applied (ML)"
601,"Cradle Coast","Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)","1646.91","61.28","Water use","Cereals for grain or seed, excluding rice ","Total area grown (ha)"
601,"Cradle Coast","Water use - Cereals for grain or seed, excluding rice - Area watered (ha)","413.71","14.12","Water use","Cereals for grain or seed, excluding rice ","Area watered (ha)"
601,"Cradle Coast","Water use - Cereals for grain or seed, excluding rice - Volume applied (ML)","624.43","14.12","Water use","Cereals for grain or seed, excluding rice ","Volume applied (ML)"
601,"Cradle Coast","Water use - Other crops n.e.c. - Total area grown (ha) (e)","2835.38","118.9","Water use","Other crops n.e.c.","Total area grown (ha) (e)"
601,"Cradle Coast","Water use - Other crops n.e.c. - Area watered (ha)","1824.84","93.34","Water use","Other crops n.e.c.","Area watered (ha)"
601,"Cradle Coast","Water use - Other crops n.e.c. - Volume applied (ML)","2848.71","93.34","Water use","Other crops n.e.c.","Volume applied (ML)"
602,"North","Water use - Total area watered (ha)","58612.25","582.39","Water use","",""
602,"North","Water use - Total volume applied (ML)","194586.99","582.39","Water use","",""
602,"North","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha)","496022.35","903.81","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Total area grown (ha)"
602,"North","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha)","36054.81","444.68","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Area watered (ha)"
602,"North","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML)","127221.33","444.68","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Volume applied (ML)"
602,"North","Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)","np","617.05","Water use"," Pastures (including lucerne), cereal and other crops cut for hay and silage ","Total area grown (ha)"
602,"North","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha)","7216.77","132.45","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Area watered (ha)"
602,"North","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML)","18665.36","132.45","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Volume applied (ML)"
602,"North","Water use - Vegetables - Total area grown (ha)","5294.32","148.3","Water use","Vegetables ","Total area grown (ha)"
602,"North","Water use - Vegetables - Area watered (ha)","4247.43","129.45","Water use","Vegetables ","Area watered (ha)"
602,"North","Water use - Vegetables - Volume applied (ML)","19054.56","129.45","Water use","Vegetables ","Volume applied (ML)"
602,"North","Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)","577.34","44.07","Water use","Fruit trees, nut trees, plantation or berry fruits ","Total area grown (ha)"
602,"North","Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)","448.12","27.34","Water use","Fruit trees, nut trees, plantation or berry fruits ","Area watered (ha)"
